Place,timestamp,Murder,Robbery,wheeler theft,Assault,Kidnap,Latitude,Longitude
"18th Main, Near al Bihari Vajapeyi Bus Stop, Jayanagar 4th T Block",03-03-2020 19:45,0,0,1,0,0,12.9179,77.58718
"36th Cross,Jayanagar 4th T Block",01-03-2020 18:35,0,0,1,0,0,12.92316,77.59376
"NEAR JAYANAGAR METRO STION,JAYANAGAR 4TH BLOCK",06-03-2020 21:15,0,0,1,0,0,12.92367,77.58014
"NEAR METRO STION, 30TH CROSS,JAYANAGAR 7TH BLOCK",05-03-2020 15:40,0,0,1,0,0,12.92367,77.58014
"BWSSB Quers, No.39/A Cross, 7th Main,5th Block Jayanagar",07-03-2020 20:40,0,0,1,0,0,12.92023,77.5819
"NO-562,43 PARLAL ROAD, 1ST MAIN, 8TH BLOCK, JAYANAGAR",03-03-2020 19:45,0,1,0,0,0,12.92458,77.5846852
"NO-519, 41ST CROSS,8TH BLOCK JAYANAGAR",05-03-2020 22:20,0,0,1,0,0,12.914686,77.5776952
"NO.204/4,44th CROSS,8th BLOCK, JAYANAGARA, BENGALURU",01-03-2020 00:55,1,0,0,0,0,12.945852,77.576951
"IN FRONT OF HOUSE NO.40/1, 29TH CROSS,7TH BLOCK, JAYANAGARA",04-03-2020 08:00,0,1,0,0,0,12.92952,77.57891
"No. #145, 1st Floor, 29th Cross,7th Block Jayanagar",03-01-2020 16:30,1,0,0,0,0,12.92963,77.57702
"IN FRONT OFNO-96/B, 39TH CROSS, 6TH MAIN,JAYANAGAR 6TH BLOCK",28-02-2020 19:00,0,1,0,0,0,12.92085,77.58139
"Near House No.35/12,38th A Cross,Jayanagar 8th Block,",05-03-2020 13:15,1,0,0,0,0,12.92125,77.57905
"INFRONT OF NO-186, 22ND CROSS,JAYANAGAR 6TH BLOCK",28-02-2020 16:00,0,1,0,0,0,12.92596,77.55321
"IN FRONT OF NO-102, 28TH CROSS,JAYANAGAR 7TH BLOCK",28-02-2020 03:00,0,1,0,0,0,12.93006,77.57958
"Masoque, 4th block, Jayanagar",28-02-2020 15:50,1,0,0,0,0,12.92367,77.58014
"40th Cross, 2nd Main,8th Block, Jayanagar,",03-03-2020 23:10,0,1,0,0,0,12.91986,77.58274
"IN FRONT OF HOUSE NO-302, 17TH MAIN,JAYANAGAR",01-03-2020 16:40,0,0,1,0,0,12.92141,77.58077
"Krishna Grand Hotel,7th Block Jayanagar",01-03-2020 01:45,1,0,0,0,0,12.92603,77.57362
"No.211,39th A cross,5th Block,Jayanagar",03-03-2020 22:50,0,0,1,0,0,12.92115,77.58075
"Syndice Bank, No.69,9th Main Road,Jayanagar 3rd Block",05-03-2020 19:05,0,0,1,0,0,12.92847,77.58374
"Arvind store, MK magnus, No.9, 28th C cross, 11th main, 4th block, Jayanagar",01-03-2020 16:20,0,0,1,0,0,12.929578,77.585484
"No-610, 10th Main, 38th Cross, Jayanagar 5th block",28-02-2020 18:00,0,1,0,0,0,12.92234,77.58076
"LAKSHMI MENSAN BUILDING,NO81/B, 1st FLOOR,KANWAMAR, 22nd CROSS, 3rd BLOCK,JAYANAGARA,BENGALURU",05-03-2020 19:10,0,1,0,0,0,12.9321,77.59005
"Inside House No.98/5, 1st main, 1st cross,Marenahalli Tank Bund, Jayanagara 4th T Block",28-02-2020 01:00,1,0,0,0,0,12.924845,77.586384
"Inside NO.732, 37th Cross, 16th main,Jayanagara 4th T Block",05-03-2020 14:25,0,0,1,0,0,12.92028,77.58801
"No. 1419, 2nd Floor, 37 B Cross, 11th Main, 4th T Block Jayanagar",05-03-2020 18:15,0,1,0,0,0,12.91945,77.58582
"Chamaraja kalyana Mantapa,3rd Block Jayanagara",03-03-2020 00:15,1,0,0,0,0,12.923852,77.576401
"NO.10/3, 2nd MAIN,7th BLOCK, JAYANAGAR",28-02-2020 13:30,1,0,0,0,0,12.9248555,77.58965
"No 530/58, 33rd Cross,Jayanagara 4th Block",05-03-2020 12:10,0,0,1,0,0,12.92367,77.58014
"Near Jayanagara 4th Block Bus Stop, Jayanagara 4th Block",05-03-2020 20:00,0,1,0,0,0,12.9218,77.58027
"36th Cross, 5th Main,jayanagara 5th Block",01-03-2020 22:20,0,1,0,0,0,12.92338,77.58074
"Inbetween Coffee Day and Telephone Office,9th Main, Jayanagar 4th Block",28-02-2020 20:30,1,0,0,0,0,12.9218,77.58027
"Near No.398, 43rd Cross,Jayanagart 8th Block,",28-02-2020 11:00,0,1,0,0,0,12.9184,77.58268
"5th block bus stop, Jayanagar",05-03-2020 20:00,0,0,0,1,0,12.92161,77.580742
"VEGETABLE & FLOWER MARKET, SHOPING COMPLEX,JAYANAGARA 4th BLOCK",03-03-2020 13:40,1,0,0,0,0,12.92367,77.58014
"11th Main Opposite of Arvindo store, 4th Block Jayanagr",28-02-2020 14:10,0,0,1,0,0,12.91945,77.58582
"Shri Vinayaka Temple,Oppsite of Mayas Hotel, 4th Block Jayanagar",01-03-2020 22:30,1,0,0,0,0,12.92367,77.58014
"37TH CROSS, 9TH MAIN,JAYANAGAR 5TH BLOCK",03-03-2020 11:20,0,1,0,0,0,12.92239,77.580757
"NEAR APPOLO CRADEL HOSPTEL,3RD BLOCK JAYANAGAR",05-03-2020 03:30,0,1,0,0,0,12.9167,77.59763
"Near Rajalakshmi Junction, 46th Cross, Jayanagara 8th Block",07-03-2020 19:55,0,1,0,0,0,12.92053,77.58274
"IN FRONT NO.98 ,34th B CROSS, 16th MAIN,4th T BLOCK, JAYANAGARA, BENGALURU",28-02-2020 10:15,1,0,0,0,0,12.924885,77.586855
"11th Main, Near Cool Joint Bus Stop, 4th Block Jayanagar",07-03-2020 23:45,0,0,1,0,0,12.92367,77.58014
"Vummidi Bangaru Jewellers, New No.9, 33rd Cross, 4th Block Jayanagar",01-03-2020 16:40,0,0,1,0,0,12.9218,77.58027
"No. 465/17, 22nd Cross road, New Daignal Road,3rd Block Jayanagar",7/3/2020 16.42 ,0,0,0,1,0,12.91457,77.586042
"SRI AMBI JEWELLERS, 63/7, 10TH MAIN,4TH BLOCK JAYANAGAR",05-03-2020 00:45,1,0,0,0,0,12.9184578,77.58458
"Lalithaa Jewellery Mart(P), Ltd, No. 08, 29th C Cross, 11th Main, 4th Block Jayanagar",07-03-2020 12:50,0,1,0,0,0,12.91945,77.58582
"NO-26, SUB REGISTRAR OFFICE, 12TH MAIN ROAD,JAYANAGAR 4TH BLOCK",01-03-2020 15:30,0,0,1,0,0,12.92367,77.58014
"No-222, Pallavi, 45th Cross,8th Block Jayanagar",03-03-2020 19:45,0,0,1,0,0,12.925458,77.57486
"Ramakrishna Hospital, No-808, 15th Cross,3rd Block Jayanagar",03-03-2020 13:40,0,1,0,0,0,12.92397,77.579678
"No.263, 36th B Cross,7th Block Jayanagara",07-03-2020 21:05,1,0,0,0,0,12.9309485,77.57875
"Chamaraja Kalyana mantap, Near Ptalamma Temple, 3rd Block Jayanagar",07-03-2020 12:50,0,0,1,0,0,12.92847,77.585475
"No-71/6, 3rd Cross, Shakhambari Nagar, Banashankari",28-02-2020 13:30,1,0,0,0,0,12.93443,77.5927
"Pantaloons Jayanagar, 11th main road, 3rd Block Jayanagar",04-03-2020 08:00,0,1,0,0,0,12.928748,777.583475
"No-350/A, 8th Main road, MTB Area, 5th Block Jayanagar",28-02-2020 15:50,1,0,0,0,0,12.9167,77.58953
"Infront Of House No-430, 44th Cross, 8th Block Jayanagar",28-02-2020 22:10,0,0,1,0,0,12.925648,77.575869
40th cross 5th block jayanagar,03-03-2020 13:40,0,0,1,0,0,12.921648,77.580745
"Near Mayyas Hotel, 7th B Main,4th Block Jayanagar",07-03-2020 12:20,1,0,0,0,0,12.924586,77.580145
"Infront of House No. 237, 32nd Cross,7th Block Jayanagar",05-03-2020 21:40,0,1,0,0,0,12.930911,77.578156
"No-442, 44th Cross, 8th Block Jayanagar",04-03-2020 23:05,0,1,0,0,0,12.925684,77.575458
"Near BES College, 33rd Cross, 16th main, 4th T Block Jayanagar",28-02-2020 03:30,0,1,0,0,0,12.925568,77.580145
"No,176,5th MainRoad.4th Block Jayanagar",28-02-2020 21:00,0,1,0,0,0,12.9235485,77.58948
"IN FRONT OF HOUSE, NO-169, NEW NO-712, 37TH CROSS,9TH MAIN, JAYANAGAR 5TH BLOCK",05-03-2020 14:00,0,1,0,0,0,12.921645,77.580286
"IN FRONT OF HOUSE, NO-553, NIRNAY, 10TH A MAIN, 5TH BLOCK JAYANAGAR",06-03-2020 20:45,1,0,0,0,0,12.921645,77.580286
"IN FROUNT OF HOUSE, NO-439, 38TH CROSS, 9TH MAIN,5TH BLOCK JAYANAGAR",06-03-2020 15:20,0,1,0,0,0,12.9145885,77.58514
"INFRONT OF NO-118, 44TH CROSS, 7TH MAIN, JAYANAGAR 5TH BLOCK",05-03-2020 19:45,0,1,0,0,0,12.9145885,77.58514
"IN FRONT OF SUNIL ELECTRONICS STORE, 39TH C CROSS, 9TH MAIN, JAYANAGAR 5TH BLOCK",05-03-2020 10:00,0,0,1,0,0,12.921458,77.580478
"Near Yediyuru tank, Opp. Yediyuru Samudaya Bhavana, 6th Block Jayanagar",05-03-2020 23:10,0,0,0,0,1,12.917775,77.5854769
"Old No-777/777A, New No-24, 9th main, 4th Block Jayanagar",05-03-2020 22:20,0,1,0,0,0,12.9124856,77.585478
"Near SLV Tiffin centre, 15th main, 35th Cross, 4th T Block Jayanagar, Bengaluru
City",06-03-2020 17:30,0,0,1,0,0,12.92861,77.58447
"#4/5, 27th Cross, 7th Block Jayanagar, Bengaluru City",28-02-2020 10:30,0,0,1,0,0,12.92457,77.57899
"299, 9th main, 5th Block Jayanagar, Bengaluru City",04-03-2020 22:00,0,0,0,1,0,12.91965,77.5924
"INFRONT OF COFFEE DAY, JAYANAGAR 4TH BLOCK, Bengaluru City,",03-03-2020 20:05,0,0,1,0,0,12.92385,77.576402
"JAYANAGAR SHOPPING COMPLEX, JAYANAGAR 4TH BLOCK, Bengaluru",03-03-2020 03:15,1,0,0,0,0,12.92367,77.58014
"NEAR ADARSH GARDEN APARTMENT, JAYANAGAR 8TH BLOCK, Bengaluru",28-02-2020 19:00,0,0,1,0,0,12.92385,77.576402
"OPP BHS SCHOOL GE, 11TH MAIN ROAD, JAYANAGAR 4TH BLOCK",28-02-2020 22:30,0,0,1,0,0,12.91945,77.58582
"NO -27/249, POORVIKA MOBILE STORE, 9TH MAIN ROAD,, 3RD BLOCK JAYANAGAR, Bengaluru",28-02-2020 17:00,0,1,0,0,0,12.92367,77.58374
"In frant of House
No-115, 1st Floor,, 8th B
Mainroad, 4th Block,
Jayanagar,, Bengaluru City",01-03-2020 14:20,0,1,0,0,0,12.914588,77.587654
"Tanishq Juvellery,
No1/39 22nd cross, 11th
main, 3rd block east,
Jayanagar, Bengaluru City",28-02-2020 00:00,0,0,0,1,0,12.94247,77.55049
"Reliance Foot print,
No-387, 11th main, 4th
Block Jayanagar, Bengaluru",05-03-2020 12:10,0,0,1,0,0,12.92253,77.58589
"CLOUD NINE
HOSPITAL, 3 RD BLOCK
JAYANAGAR, Bengaluru",03-03-2020 20:40,0,1,0,0,0,12.92847,77.58347
"No-294, 7th main road,
36th cross, 4th Block
Jayanagar, Bengaluru City",05-03-2020 00:45,0,0,0,1,0,12.92009,77.58204
"Infront of Vitrag
Jewellery, 16th main, 33rd
A Cross, 4th T Block
Jayanagar, Bengaluru City,",01-03-2020 15:20,0,0,0,1,0,12.92861,77.58447
"Near RV Road metro
stion, Park road, 5th Block
Jayanagar, Bengaluru City,",28-02-2020 15:00,0,0,0,0,1,12.93486,77.58008
"No 349, 41st Cross, 8th
Block jayanagar, Bengaluru
City,",05-03-2020 23:10,0,1,0,0,0,12.91921,77.57745
"38th Cross, 5th Block
Jayanagar, Bengaluru City,",03-03-2020 15:30,1,0,0,0,0,12.92178,77.58074
"MIVAAN FINE
JEWELS, #756,, 10th
MAIN, 4TH BLOCK
JAYANAGAR, Bengaluru",01-03-2020 16:40,1,0,0,0,0,12.922657,77.589563
"OPP JAMBO KIDS
CARE CENTER, NEAR
JAYANAGAR POLICE,
5TH MAIN, JAYANAGAR
4TH BLOCK, Bengaluru",04-03-2020 17:00,0,1,0,0,0,12921652,77579288
"GNR KALYANA
MANTAP, 18TH MAIN, 4TH
T BLOCK JAYANAGAR,
Bengaluru City,",28-02-2020 10:30,0,0,1,0,0,12921652,77579288
"IN FRONT OF
ANDHRA BANK,
JAYANAGAR 4TH BLOCK,
BENGALURU, Bengaluru",07-03-2020 14:00,0,0,1,0,0,12.92819,77.62512
"Near Alchemy, 36th
Cross, 5th Main, 5th Block
Jayanagar, Bengaluru City",01-03-2020 16:20,0,0,1,0,0,12.91691,77.585701
"Sangam circle, Near
BBMP Office, Near 43rd &
44th Cross, 8th Block
Jayanagar, Bengaluru City",28-02-2020 00:00,0,1,0,0,0,12.92253,77.58589
"BRAHMASHREE
CANDIMENTS, 18TH
MAIN, 4TH T BLOCK
JAYANAGAR, Bengaluru",28-02-2020 01:00,0,1,0,0,0,12.92253,77.58589
"NO 2, NAGASHRI
KRISHNA NILAYA, 30TH
CROSS, 7TH BLOCK
JAYANAGAR, Bengal",03-03-2020 15:30,1,0,0,0,0,12.91953,77.57458
"13TH Main Shakambari
Nagar, JP Nagar 1st phase,
Bengaluru City,",28-02-2020 15:50,0,0,1,0,0,12.28784,76.63313
"4th block bus
stop,jayanagar, jayanagar,
Bengaluru City",01-03-2020 16:05,0,1,0,0,0,12.92253,77.58589
"16TH MAIN, BES
COLLEGE, 4TH BLOCK,
JAYANAGAR, Bengaluru",03-03-2020 22:50,0,0,1,0,0,,
"NO,16, 11TH MAIN ,
33RD CROSS,
JAYANAGAR, 4TH T
BLOCK, Bengaluru City",06-03-2020 15:30,0,0,1,0,0,12.92334,77.58484
"NEAR RV METRO,
39TH CROSS, 3RD MAIN,
8TH BLOCK,
JAYANAGAR, Bengaluru",01-03-2020 19:50,0,1,0,0,0,12.92875,77.5801
"Raghavendra Swamy temple, 46th Cross, 11th
Main Road, 5th Block
Jayanagar, Bengaluru City",03-03-2020 23:40,0,0,1,0,0,12.928459,77.576972
"Jayanagar 4th Block
Bus Stop, 4th Block
Jayanagar, Bengaluru City,",05-03-2020 18:45,0,0,1,0,0,12.926192,77.586141
"IN FRONT OF HOUSE NO 254(1117), 37th ACross,, 11th MAIN, 4th T BLOCK, JAYANAGAR,Bengaluru City",03-03-2020 13:40,0,0,1,0,0,12.91743,77.583465
"SHREE RAJARAJESHWARI TEMPLE, 1ST MAIN, 6TH
BLOCK, SAKAMMA GARDEN, JAYANAGAR,Bengaluru City,",28-02-2020 14:10,1,0,0,0,0,12.92367,77.58374
"45/1, NMKRV PU College, 22nd Cross, 3rd Block,Jayanagar, Bengaluru",04-03-2020 08:00,0,0,1,0,0,12.92556,77.57561
"Gandhi Bazar main, Basavanagudi",04-03-2020 23:05,0,0,1,0,0,12.564374,77.341661
"South end circle, Basavanagudi",06-03-2020 17:25,0,1,0,0,0,12.561293,77.343747
"Vani Vilas road, Lalbhag west ge",01-03-2020 15:35,0,1,0,0,0,12.565316,77.343807
"opp Renukamba temple, MNK park, Basavanagudi,",05-03-2020 22:20,0,0,1,0,0,12.562855,77.343709
"Yallamma temple, Kanakapur",05-03-2020 22:20,1,0,0,0,0,12.56289,77.343644
"K R road, Basvanagudi",04-03-2020 22:00,0,0,1,0,0,12.56954,77.342605
"Bull temple road,",28-02-2020 19:45,0,1,0,0,0,12.564676,77.34493
"Palamma temple road, Basvanagudi",03-03-2020 21:20,0,1,0,0,0,12.561757,77.344339
"old Kanakapur road, Basavanagudi",28-02-2020 13:30,1,0,0,0,0,12.56186,77.343899
"Nettakallappa circle, Basavanagudi",03-03-2020 20:10,0,0,0,0,1,12.56216,77.341909
"Triity hospital, signal, Basavanagudi",05-03-2020 15:40,1,0,0,0,0,12.563693,77.344746
"Gandhi Bazar main, Basavanagudi",07-03-2020 14:00,0,1,0,0,0,12.57358,77.302982
"K R road, Basvanagudi",28-02-2020 14:25,0,0,1,0,0,12.57358,77.302983
"Nettakallappa circle, Basavanagudi",28-02-2020 00:00,0,1,0,0,0,12.57358,77.302984
"Armugam circle, Basavanagudi,",05-03-2020 23:10,0,0,0,1,0,12.562344,77.343973
"Krishna road, Basvanagudi",01-03-2020 20:45,0,0,1,0,0,12.564231,77.343092
"Madhvana rao circle, SRS petrol bunk, Basavanagudi",05-03-2020 15:40,1,0,0,0,0,12.564231,77.343093
"Gandhi Bazar main, Basavanagudi",07-03-2020 21:05,1,0,0,0,0,12.564547,77.341371
"Vijay bank, Gandhi Bazar main, Basavanagudi",04-03-2020 19:05,0,1,0,0,0,12.564897,77.34936
"Gandhi Bazar main, Basavanagudi",07-03-2020 22:55,0,1,0,0,0,12.564505,77.341432
"K R road, Basvanagudi",28-02-2020 19:30,0,0,0,1,0,12.995296,77.568251
"Nettakallappa circle, Basavanagudi",07-03-2020 17:00,0,0,1,0,0,12.936777,77.580124
"Kazzee street, Basavanagudi",28-02-2020 22:00,0,1,0,0,0,12.948374,77.580058
"Tasilk forum, bus stop, Basavanagudi",01-03-2020 15:35,0,1,0,0,0,12.941681,77.576788
"SRS Petrol bunk, BP Wadiya road, Basavanagudi",04-03-2020 21:30,0,1,0,0,0,12.942909,77.567924
"Gandhi Bazar main, Basavanagudi",28-02-2020 19:25,0,0,1,0,0,12.938699,77.578183
"Gandhi Bazar main, Basavanagudi",7/3/2020 16.42 ,1,0,0,0,0,12.938661,77.575417
"K R road, Basvanagudi",01-03-2020 14:20,0,0,1,0,0,12.939818,77.577399
"KFC hotel, opp, Vani vilas road, Basavanagudi",03-03-2020 20:10,0,0,1,0,0,12.943393,77.57127
"BMTC bus stop, Basavanagudi",03-03-2020 23:40,0,1,0,0,0,12.564527,77.341371
"Gandhi Bazar main, Basavanagudi",05-03-2020 14:25,0,0,1,0,0,12.564897,77.34936
"Gandhi Bazar main, Basavanagudi",28-02-2020 10:30,0,0,1,0,0,12.936507,77.575417
"BMTC bus stop, Basavanagudi",06-03-2020 15:30,1,0,0,0,0,12.562881,77.344556
"Near post office, Basavanagudi",28-02-2020 22:00,0,1,0,0,0,12.943401,77.57713
"Bull temple road, Basavanagudi",05-03-2020 20:00,1,0,0,0,0,12.94495,77.571928
"K R road, Basvanagudi",07-03-2020 22:55,0,0,1,0,0,12.948048,77.56886
"N Road, Basavanagudi",07-03-2020 16:00,1,0,0,0,0,12.94232,77.573877
"N Road, Basavanagudi",03-03-2020 14:00,0,0,1,0,0,12.944929,77.571964
"Udupi Krishna Bhavan, Basavanagudi",07-03-2020 13:35,0,1,0,0,0,12.942268,77.573885
"SRS Petrol bunk, Basavanagudi",01-03-2020 20:45,0,0,1,0,0,12.944837,77.574089
"KR road, Kool corner, Basavnagudi",06-03-2020 13:45,0,0,1,0,0,12.9478532,77.57521804
"Vaibhav Apartament, Gandi Bazar,",04-03-2020 08:00,0,0,1,0,0,12.93865317,77.57654392
"Gandi Bazar, Basavanagudi",04-03-2020 20:00,0,0,1,0,0,12.9362949,77.5724694
"Byto Cofee opp, Basavanagudi",28-02-2020 16:00,0,1,0,0,0,12.9448453,77.57005559
"near Post office, K R road, Basavanagudi",28-02-2020 17:00,1,0,0,0,0,12.94754935,77.57928407
"Gandi Bazar, Basavanagudi",07-03-2020 12:50,0,0,1,0,0,12.94589054,77.5708001
"Kanakapur road, NGS, Basvanagudi",28-02-2020 03:00,0,0,1,0,0,12.94625337,77.57034708
"Opp Alahabad, Bank, DVG road,",03-03-2020 17:50,0,0,0,1,0,12.94742039,77.57992022
"South end road, Basavanagudi",06-03-2020 01:35,1,0,0,0,0,12.94749498,77.5799164
"Adyar Anand Bavan Gandi Bazar,",07-03-2020 20:20,1,0,0,0,0,12.94691818,77.56872328
"Govindappa Road, Basvanagudi",03-03-2020 17:40,1,0,0,0,0,12.9466329,77.5704523
"K R Road, BMTC bus stand, Basavanagudi",01-03-2020 22:30,1,0,0,0,0,12.94289924,77.5718275
"Central bank off india DVG road,",04-03-2020 08:00,0,0,1,0,0,12.94064,77.57925
"Gandi Bazar, Basavanagudi",07-03-2020 23:45,0,0,1,0,0,12.9458785,77.5694501
"Dtreya road, basavanagudi",01-03-2020 12:20,0,0,1,0,0,12.995296,77.568251
"Gandi Bazar, Basavanagudi",28-02-2020 22:30,0,0,1,0,0,12.936777,77.580124
"Gandi Bazar, Flower market,Basavanagudi",28-02-2020 15:30,0,0,1,0,0,12.948374,77.580058
"SSVM School, Vani vilas road, Basavanagudi",07-03-2020 23:45,0,0,1,0,0,12.941681,77.576788
"Armugam circle, Basavanagudi",28-02-2020 19:00,0,1,0,0,0,12.942909,77.567924
"Puttige mh, B T road, Basavanagudi",03-03-2020 14:00,0,1,0,0,0,12.938699,77.578183
"Gandi Bazar, Basavanagudi",28-02-2020 19:00,0,0,1,0,0,12.938661,77.575417
"MMV road, Sarvior street, Basavanagudi",06-03-2020 17:30,0,1,0,0,0,12.939818,77.577399
"Roti Ghar, Gandi Bazar, Basavanagudi",07-03-2020 13:00,0,0,1,0,0,12.943393,77.57127
"Bull temple road, Basavanagudi",03-03-2020 21:20,0,0,1,0,0,12.564527,77.341371
"Ramakrishna Ashram circle, Basavanagudi",03-03-2020 20:40,1,0,0,0,0,12.564897,77.34936
"Bramakumari Ashram, Basavanagudi",05-03-2020 06:15,1,0,0,0,0,12.936507,77.575417
"Nettakallappa circle, Basavanagudi",28-02-2020 10:15,0,1,0,0,0,12.562881,77.344556
"Gandi Bazar main, Basvanagudi",01-03-2020 00:55,0,0,1,0,0,12.943401,77.57713
"Sannidhi road, basavanagudi",03-03-2020 14:00,0,0,1,0,0,12.94495,77.571928
"BMTC bus stop, Gandhi Bazar, Basavanagudi",05-03-2020 18:15,1,0,0,0,0,12.948048,77.56886
"Shivashankar temple, DVG road, Basvanagudi",04-03-2020 18:00,0,1,0,0,0,12.94232,77.573877
"MMV road, Krishna Junction, Basavanagudi",01-03-2020 18:25,0,1,0,0,0,12.944929,77.571964
"BMTC bus stop, Gandhi Bazar, Basavanagudi",03-03-2020 17:40,0,0,1,0,0,12.942268,77.573885
"Signal, Nional Junction, Basavanagudi",28-02-2020 10:30,1,0,0,0,0,12.944837,77.574089
"near Vasavi circle, Basavanagudi",06-03-2020 13:45,0,0,1,0,0,12.944602,77.57686206
"BMTC bus stop, Ramakrishna Ashram circle,",01-03-2020 17:20,0,1,0,0,0,12.9458809,77.5757383
"Opp Hotel dwaraka, Kte Balag, NR colony",03-03-2020 20:05,0,1,0,0,0,12.936943,77.571151
"Gandhi Bazar circle, Basavanagudi",01-03-2020 18:25,0,0,1,0,0,12.94914,77.5799229
"Nettakallappa circle, Sindice bank, Basavanagudi",05-03-2020 22:00,0,0,1,0,0,12.94745,77.573955
"Gandhi Bazar circle, Basavanagudi",04-03-2020 13:30,0,1,0,0,0,12.564568,77.340948
"Gandhi Bazar circle, Basavanagudi",04-03-2020 08:30,0,1,0,0,0,12.948385,77.577426
"N R colony,Basavanagudi",03-03-2020 03:15,0,0,1,0,0,12.935135,77.573827
"Gandhi Bazar circle, Basavanagudi",03-03-2020 22:50,0,0,1,0,0,12.93867,77.580302
"N R colony,Basavanagudi",28-02-2020 16:00,0,0,1,0,0,12.9446029,77.57686206
"Risorvoyer steet, Basavanagudi",06-03-2020 21:15,1,0,0,0,0,12.9458809,77.5757383
"K R Road, Basavanagudi",28-02-2020 21:45,0,1,0,0,0,12.936943,77.571151
"Lalabhag waste ge, Metro stion",28-02-2020 20:00,0,0,1,0,0,12.94914,77.5799229
"Nettakallappa circle, Sindice bank, Basavanagudi",05-03-2020 07:30,0,0,0,1,0,12.94745,77.573955
"Gandhi Bazar circle, Basavanagudi",28-02-2020 19:00,0,0,0,1,0,12.564568,77.340948
"Gandhi Bazar circle, Basavanagudi",05-03-2020 14:00,1,0,0,0,0,12.948385,77.577426
"fruits market, N R colony",03-03-2020 14:00,1,0,0,0,0,12.935135,77.573827
"Gandhi Bazar circle, Basavanagudi",07-03-2020 14:50,0,0,1,0,0,12.93867,77.580302
"Gandhi Bazar circle, Basavanagudi",06-03-2020 14:30,0,1,0,0,0,12.9446029,77.57686206
"K R Park, Basavanagudi",03-03-2020 11:20,1,0,0,0,0,12.9458809,77.5757383
"Model house street, Basavanagudi",05-03-2020 22:20,0,1,0,0,0,12.936943,77.571151
"Palamma road, Basavanagudi",03-03-2020 14:00,0,0,1,0,0,12.94914,77.5799229
"Gandhi Bazar circle, Basavanagudi",05-03-2020 14:00,0,1,0,0,0,12.94745,77.573955
"Near Hosakerehalli Kerekodi, Hosakerehalli, BSK 3rd Stage, Bengaluru City,
Karnaka, 560085",04-03-2020 08:30,0,0,1,0,0,12.929235,77.534782
"NEAR VEERABHADRA NAGAR BUS STOP,BSK 3RD STAGE,B-85",07-03-2020 13:00,0,0,1,0,0,,
"NO 524,1ST FLOR,2ND MAIN,NAGENDRA BLOCK,B-85",01-03-2020 15:15,1,0,0,0,0,,
"NO NILL,VEERABHADRA NAGARBUS STAND,HOSAKEREHALLI,RING ROAD,BSK 3RS STAGE,B-85",04-03-2020 21:00,0,0,0,1,0,,
"RING ROAD,HOSAKEREHALLI CROSS,BSK 3RD STAGE,B-85",28-02-2020 18:00,0,1,0,0,0,,
"INFRANT OFF HOUSE NO 1228,HILL VIEW,14TH CROSS,2ND PHASE,GIRINAGARA,BSH 3RS STAGE,B-85",04-03-2020 20:00,0,1,0,0,0,,
"Infron Of Hosuse No 10, VBHCS Layout, 80 feet road, Girinagar 1st Phase, BSK
3rd stage, Bengaluru City, Karnaka, 560085",04-03-2020 22:00,0,1,0,0,0,12.934203,77.546257
"No202, Flevim Block Saket hill Side, Gurudta Layout, Girinagara, Bengaluru City,
Karnaka, 560085",7/3/2020 16.42 ,0,1,0,0,0,12.922214,77.538914
"RAGHAVENDRA SWAMY TEMPLE NEAR HOSAKERE HALLI BUS S,
BANASHANKARI 3RD STAGE, Bengaluru City, Karnaka, 560085",05-03-2020 22:20,1,0,0,0,0,12.930782,77.53998
"VEERABHADRANAGARA BMTC BUSSTOP, RING ROAD, Bengaluru City,
Karnaka, 560085",03-03-2020 00:15,0,0,1,0,0,12.935149,77.537055
"SITE NO 4, CHOWDAPPA EXT, THOTADAPPA GARDEN, HOSAKEREHALLI,
Bengaluru City, Karnaka, 560085",07-03-2020 23:45,0,1,0,0,0,,
"NO 320, 1ST B MAIN,, GIRINAGARA 1ST PHASE, Bengaluru City, Karnaka,
560085",28-02-2020 11:00,1,0,0,0,0,,
"INFRONT OF NO 12 HOUSE SHIVANILAYA, 3RD MAIN, HOSAKEREHALLI,
BSK 3RD STAGE, Bengaluru City, Karnaka, 560085",05-03-2020 14:25,0,0,1,0,0,12.928692,77.540906
"Opp- No.25, 2nd main, 1st cross, SBM colony, Bengaluru City, Karnaka, 560050",05-03-2020 13:15,0,1,0,0,0,12.938683,77.551304
"NO 221, 9TH MAIN, 2ND CROSS, NAGENDRA BLOCK, BSK 1ST STAGE,
Bengaluru City, Karnaka",01-03-2020 15:25,0,0,1,0,0,,
"NO 1194, ANUGRAHA, 1ST E MAIN, GIRINAGARA, Bengaluru City, Karnaka,
560085",07-03-2020 13:35,0,0,0,1,0,,
"INFRONT OF HOUSE NO 649 J P ROAD, GIRINAGARA, Bengaluru City,
Karnaka",05-03-2020 21:00,1,0,0,0,0,,
"NO 3634, 4TH PHASE OPP MUN ESHWARA TEMPLE, GIRINAGARA, Bengaluru
City, Karnaka",04-03-2020 21:00,0,0,0,1,0,12.935612,77.54536
"NO 354, NISARGA, 2ND CROSS, 1ST PHASE GIRINAGARA, , Bengaluru City,
Karnaka,",03-03-2020 17:50,1,0,0,0,0,,
